tenure_days,recency_days,frequency,avg_order_value,monetary_value,churned
64,64,1,197.22,197.22,1
125,92,3,66.38,199.15,1
242,167,3,223.76,671.29,0
135,135,1,413.46,413.46,1
281,36,2,90.42,180.85,1
24,24,1,91.32,91.32,0
153,65,9,212.42,1911.74,0
196,105,2,294.42,588.85,1
277,17,22,494.06,10869.28,0
195,45,5,312.21,1561.06,0
210,8,3,421.4,1264.19,1
235,1,13,677.63,8809.24,0
94,94,1,124.57,124.57,1
241,241,1,332.41,332.41,1
84,84,1,113.06,113.06,0
276,276,1,375.69,375.69,1
169,52,2,373.9,747.81,1
66,66,1,70.8,70.8,0
274,274,1,164.25,164.25,0
69,48,3,69.25,207.74,1
83,73,2,193.84,387.68,0
178,118,4,509.46,2037.82,0
92,13,2,232.34,464.68,0
272,35,4,967.87,3871.47,0
247,52,4,284.55,1138.2,0
116,60,2,94.49,188.98,0
97,7,6,182.19,1093.12,0
225,147,2,107.85,215.7,0
279,95,2,136.24,272.48,1
265,265,1,177.95,177.95,0
244,102,3,526.22,1578.67,1
279,3,3,171.93,515.79,0
91,91,1,102.98,102.98,0
274,274,1,145.93,145.93,1
221,207,2,144.89,289.78,1
276,85,2,156.88,313.77,0
268,57,3,170.06,510.18,0
24,24,1,1706.88,1706.88,1
275,16,13,225.37,2929.75,0
279,144,3,274.06,822.18,0
156,94,3,131.0,392.99,0
273,56,4,164.75,658.99,0
231,42,7,219.8,1538.58,0
198,198,1,113.44,113.44,1
191,35,4,95.6,382.39,0
280,280,1,196.43,196.43,0
184,184,1,391.52,391.52,1
225,3,3,274.23,822.7,0
276,64,11,235.66,2592.25,1
270,7,14,340.28,4763.94,0
279,279,1,230.25,230.25,1
269,23,3,181.02,543.05,1
281,2,15,157.51,2362.7,0
63,35,2,214.44,428.88,0
277,11,14,206.95,2897.33,0
147,147,1,224.73,224.73,0
216,87,3,795.35,2386.05,0
197,77,2,934.18,1868.36,0
135,44,7,205.63,1439.44,0
226,119,3,272.24,816.73,1
266,6,13,231.31,3007.06,0
143,143,1,406.48,406.48,1
233,46,3,145.01,435.02,1
224,93,4,223.44,893.75,0
275,32,2,389.2,778.41,0
212,42,3,425.92,1277.75,1
17,17,2,83.8,167.61,1
267,32,4,311.35,1245.38,0
281,92,4,129.67,518.67,1
189,147,2,208.32,416.64,1
160,160,1,199.58,199.58,0
24,24,1,234.17,234.17,1
95,95,1,110.55,110.55,1
134,134,1,192.07,192.07,1
148,78,4,371.64,1486.56,0
97,97,1,319.02,319.02,1
15,15,1,253.31,253.31,0
99,42,2,239.48,478.96,0
175,175,1,251.52,251.52,1
205,55,2,277.82,555.65,0
199,163,2,514.23,1028.46,1
277,4,5,237.07,1185.35,0
38,38,1,3213.19,3213.19,0
266,65,7,511.22,3578.54,0
113,78,3,209.82,629.45,0
58,6,2,445.35,890.7,0
126,126,1,179.0,179.0,1
192,6,3,324.12,972.35,0
261,29,5,208.36,1041.78,0
233,196,3,234.0,702.0,1
212,57,4,73.75,295.0,1
266,21,7,353.01,2471.09,0
198,123,2,496.76,993.52,0
1,0,1,905.6,905.6,0
265,63,5,115.09,575.44,0
93,93,1,520.55,520.55,0
280,70,14,387.95,5431.28,0
233,233,1,405.0,405.0,0
276,169,3,331.98,995.93,0
65,7,2,28.12,56.25,0
281,281,2,80.48,160.97,0
277,93,2,77.42,154.83,1
225,87,4,161.31,645.23,0
144,18,2,358.0,716.0,1
62,62,1,225.95,225.95,0
267,122,2,304.05,608.1,0
195,195,1,141.8,141.8,0
219,153,2,216.76,433.53,1
45,45,1,449.73,449.73,1
268,16,2,375.44,750.89,0
155,29,4,228.76,915.02,0
174,86,2,162.49,324.97,0
155,21,3,113.15,339.44,1
65,65,1,642.02,642.02,1
113,113,2,374.72,749.43,0
239,25,3,308.45,925.35,1
183,25,5,521.33,2606.65,0
207,4,6,530.94,3185.64,1
102,102,1,240.89,240.89,1
38,38,1,498.48,498.48,1
153,45,4,301.83,1207.32,0
147,107,2,409.83,819.66,0
277,18,4,559.28,2237.1,0
174,174,1,234.24,234.24,1
140,18,10,465.88,4658.83,0
277,221,4,132.07,528.29,1
197,71,4,167.97,671.87,0
235,90,2,228.7,457.4,0
276,2,16,220.82,3533.04,0
281,63,5,299.16,1495.79,0
22,22,1,304.24,304.24,1
217,42,6,233.74,1402.42,0
17,17,1,453.79,453.79,0
225,161,3,232.02,696.07,0
272,181,2,167.1,334.2,0
177,177,1,76.32,76.32,0
226,226,1,636.94,636.94,0
211,17,3,468.59,1405.78,1
270,31,5,312.48,1562.4,1
161,90,2,699.56,1399.11,0
262,6,4,202.94,811.77,0
275,6,7,384.57,2692.0,0
185,34,2,314.66,629.32,0
230,230,1,302.0,302.0,1
242,207,2,271.98,543.96,0
169,51,2,221.97,443.94,0
273,8,6,106.59,639.53,0
86,86,1,230.58,230.58,0
169,169,1,25.5,25.5,1
214,67,2,332.89,665.78,1
186,63,3,2110.87,6332.61,0
140,140,2,232.3,464.59,0
73,73,1,163.3,163.3,1
242,46,6,100.32,601.94,0
141,90,2,306.41,612.82,0
196,196,1,116.2,116.2,1
225,225,1,157.02,157.02,1
141,141,1,307.46,307.46,1
27,27,1,138.32,138.32,1
69,69,1,345.3,345.3,1
93,93,1,294.24,294.24,1
270,60,5,197.89,989.45,1
242,242,1,157.09,157.09,1
174,98,3,826.26,2478.79,0
172,14,2,206.6,413.2,1
279,197,2,250.28,500.55,0
183,183,1,380.5,380.5,1
196,30,7,978.83,6851.82,0
155,155,1,454.12,454.12,1
147,147,1,579.0,579.0,1
266,13,3,249.93,749.78,1
219,114,2,486.56,973.11,0
171,102,3,563.17,1689.5,1
85,85,1,143.3,143.3,0
84,84,1,161.46,161.46,0
268,140,2,349.28,698.55,0
79,79,1,528.45,528.45,0
149,17,5,600.24,3001.18,0
213,39,9,162.63,1463.66,0
181,59,3,423.47,1270.42,0
192,192,1,158.68,158.68,1
111,111,1,127.59,127.59,0
91,91,1,308.68,308.68,0
197,197,1,224.91,224.91,1
39,24,2,480.63,961.26,0
125,125,1,59.9,59.9,1
204,49,3,377.54,1132.63,0
109,109,1,306.13,306.13,1
269,86,3,237.26,711.79,1
224,149,3,184.27,552.8,0
281,281,1,155.52,155.52,0
13,13,1,329.67,329.67,0
134,134,1,203.95,203.95,1
270,72,5,363.02,1815.09,0
267,14,2,191.88,383.75,1
115,115,1,195.0,195.0,0
276,2,6,260.25,1561.51,0
84,84,2,224.28,448.56,0
268,268,1,226.78,226.78,1
279,273,2,260.83,521.66,0
171,83,4,391.14,1564.56,1
277,88,6,244.15,1464.89,0
161,161,1,226.85,226.85,1
274,49,5,356.0,1780.01,0
267,157,4,152.99,611.97,0
142,142,1,113.5,113.5,1
276,122,5,188.72,943.58,0
272,7,10,228.81,2288.08,0
276,218,2,190.94,381.89,1
216,216,1,393.49,393.49,1
276,80,3,157.92,473.75,0
280,115,4,171.9,687.58,0
50,4,2,159.38,318.76,1
267,172,8,454.8,3638.41,1
269,34,7,272.26,1905.82,0
90,90,1,149.89,149.89,1
280,280,1,341.9,341.9,0
270,87,5,139.55,697.73,0
279,44,11,176.69,1943.57,0
220,220,1,382.5,382.5,1
88,16,2,567.52,1135.04,1
277,0,16,270.25,4323.96,0
112,112,1,171.45,171.45,1
28,28,1,318.65,318.65,1
169,169,1,162.65,162.65,0
270,270,1,269.83,269.83,1
94,24,2,174.46,348.91,1
207,207,1,108.26,108.26,0
220,15,2,120.0,240.0,1
276,56,2,290.62,581.23,1
274,135,4,238.84,955.36,0
116,116,1,63.44,63.44,1
88,46,2,275.0,550.01,1
55,55,1,113.06,113.06,0
35,35,2,158.6,317.2,1
153,15,4,190.91,763.64,1
170,107,2,704.72,1409.44,0
230,135,2,532.67,1065.35,1
149,149,1,246.04,246.04,1
207,38,3,561.82,1685.46,1
244,28,5,297.81,1489.04,0
280,51,5,140.48,702.41,0
266,115,5,132.74,663.7,0
88,88,1,164.45,164.45,0
216,216,1,550.8,550.8,1
269,27,5,173.41,867.03,0
32,9,2,249.21,498.42,1
81,8,2,134.1,268.19,0
213,30,3,220.54,661.61,0
269,269,1,250.04,250.04,1
261,7,15,446.67,6700.06,0
3,3,1,82.75,82.75,1
224,224,1,556.46,556.46,0
67,46,3,214.77,644.3,1
220,56,5,301.38,1506.92,0
265,8,28,154.57,4328.01,0
276,8,3,400.21,1200.62,1
200,32,4,131.89,527.55,0
274,239,2,351.12,702.23,0
188,188,1,96.8,96.8,1
223,223,1,243.36,243.36,0
31,31,1,175.2,175.2,1
216,210,2,153.51,307.02,1
218,59,4,494.9,1979.61,1
269,22,7,736.98,5158.88,0
273,2,2,121.68,243.36,1
274,28,7,1084.81,7593.65,0
274,64,3,227.43,682.29,1
263,263,1,193.64,193.64,1
104,1,3,93.73,281.18,0
281,11,8,153.6,1228.78,0
205,205,1,160.15,160.15,0
87,87,1,98.25,98.25,1
181,77,2,213.65,427.3,0
62,37,2,870.0,1740.0,1
219,219,1,178.22,178.22,1
263,211,2,180.4,360.81,1
92,92,1,320.9,320.9,0
199,94,2,131.96,263.92,0
217,147,2,156.12,312.23,1
239,45,6,436.23,2617.41,0
240,77,5,467.36,2336.81,0
146,146,1,167.55,167.55,1
245,1,6,267.51,1605.07,0
77,0,2,114.03,228.06,0
269,269,1,92.14,92.14,0
270,74,6,175.94,1055.63,0
220,42,2,143.65,287.3,0
189,126,2,247.88,495.77,1
269,107,3,133.37,400.1,1
219,219,1,105.85,105.85,0
281,34,9,226.7,2040.34,0
280,7,24,760.9,18261.65,0
127,127,1,227.65,227.65,0
73,7,5,339.47,1697.34,0
195,39,3,317.68,953.03,0
239,3,25,380.16,9504.08,0
72,71,2,254.4,508.8,1
266,214,2,205.64,411.27,1
127,127,1,203.87,203.87,1
279,56,5,956.76,4783.8,0
163,22,3,217.79,653.38,1
261,34,5,419.57,2097.84,1
277,9,8,216.56,1732.45,0
268,35,9,2321.59,20894.3,0
58,58,1,393.31,393.31,0
274,241,3,728.14,2184.42,1
71,71,1,32.65,32.65,1
156,92,2,385.92,771.85,1
123,4,2,209.78,419.55,0
169,169,1,285.58,285.58,0
280,104,4,177.46,709.82,0
92,92,1,598.0,598.0,0
189,17,5,1058.9,5294.49,0
231,231,1,167.39,167.39,0
275,51,8,332.5,2660.0,0
281,79,2,195.76,391.51,0
204,1,5,339.79,1698.97,0
125,125,1,449.42,449.42,0
190,83,3,1093.08,3279.23,0
276,18,20,533.05,10661.09,0
126,36,3,174.97,524.92,1
273,273,1,112.6,112.6,0
221,221,1,403.3,403.3,1
134,134,1,122.4,122.4,0
161,161,1,388.45,388.45,1
155,64,3,62.14,186.42,1
198,1,5,384.34,1921.69,0
127,127,1,534.24,534.24,1
80,59,2,1194.55,2389.1,1
218,84,2,60.45,120.9,1
267,2,4,373.64,1494.55,0
275,3,23,3752.24,86301.54,0
13,13,1,346.01,346.01,0
267,100,4,129.38,517.53,1
111,111,1,131.7,131.7,1
273,273,1,249.86,249.86,1
247,34,5,347.54,1737.7,1
281,2,6,103.74,622.43,1
192,192,1,463.41,463.41,0
221,84,3,409.2,1227.59,0
66,66,1,289.96,289.96,1
112,16,3,350.09,1050.27,0
275,35,4,204.12,816.47,0
207,99,3,232.51,697.54,1
1,1,1,260.63,260.63,0
91,42,2,137.37,274.74,0
169,169,1,396.87,396.87,1
120,120,1,208.56,208.56,0
84,84,1,305.2,305.2,0
275,3,6,353.02,2118.11,0
156,156,1,374.57,374.57,1
266,266,1,271.05,271.05,1
197,197,1,622.88,622.88,1
128,128,2,144.3,288.6,1
230,114,9,333.0,2997.03,1
113,69,2,572.92,1145.84,1
217,169,2,302.79,605.58,1
188,188,1,387.31,387.31,1
281,1,21,2827.42,59375.75,0
209,29,8,236.49,1891.9,0
36,36,1,208.65,208.65,1
226,114,3,190.46,571.37,0
193,27,4,151.41,605.65,0
216,216,1,153.94,153.94,1
276,41,5,297.6,1488.0,0
107,107,1,159.56,159.56,0
126,46,4,226.92,907.69,0
269,269,1,145.0,145.0,1
267,267,1,422.7,422.7,1
273,198,3,290.93,872.8,0
126,17,2,303.31,606.62,0
273,114,6,226.78,1360.67,0
98,98,1,296.7,296.7,1
188,188,1,164.4,164.4,1
85,85,1,76.5,76.5,1
211,211,1,620.75,620.75,0
224,224,1,268.8,268.8,0
177,177,1,170.75,170.75,1
141,141,1,103.3,103.3,1
151,105,3,89.05,267.16,1
267,267,1,290.34,290.34,1
280,280,2,149.26,298.52,0
37,37,1,1487.6,1487.6,1
56,30,2,624.95,1249.89,0
242,242,1,195.45,195.45,0
113,113,1,157.9,157.9,1
218,2,4,213.74,854.95,1
81,17,4,165.28,661.1,0
280,0,6,487.58,2925.45,0
240,240,1,344.14,344.14,1
206,53,3,186.52,559.55,0
281,7,3,65.33,196.0,0
1,1,1,174.71,174.71,0
150,150,1,185.65,185.65,1
273,7,14,161.88,2266.25,0
126,126,1,143.46,143.46,1
87,45,2,135.43,270.86,0
266,160,3,70.92,212.77,1
280,17,17,383.66,6522.29,0
144,144,1,175.27,175.27,1
35,35,1,749.45,749.45,0
246,17,4,279.17,1116.68,1
140,8,3,413.4,1240.2,1
148,59,3,614.36,1843.07,0
275,30,6,306.81,1840.87,0
260,52,3,753.35,2260.04,0
162,162,1,315.0,315.0,0
276,44,4,434.27,1737.08,0
121,121,1,2044.37,2044.37,1
147,147,1,116.01,116.01,1
232,32,2,454.78,909.55,0
220,125,2,154.68,309.36,1
235,210,2,264.38,528.75,0
269,31,9,300.13,2701.15,0
205,3,5,336.59,1682.94,0
213,25,9,330.74,2976.69,0
130,38,3,109.87,329.6,1
275,81,3,190.4,571.2,1
270,156,2,312.74,625.48,0
220,220,1,214.37,214.37,1
262,220,2,450.89,901.78,0
126,126,1,400.3,400.3,0
165,48,2,613.57,1227.13,0
267,28,5,159.68,798.38,0
140,77,2,251.8,503.6,1
140,45,2,208.25,416.5,0
28,11,2,324.3,648.61,0
245,0,7,296.72,2077.07,0
23,23,1,338.95,338.95,0
184,184,1,108.5,108.5,1
84,27,2,356.14,712.29,1
281,281,1,101.55,101.55,1
168,28,7,232.23,1625.63,0
273,127,3,336.13,1008.39,1
157,100,3,369.13,1107.39,0
46,46,1,868.49,868.49,1
85,63,4,287.0,1148.01,0
189,52,6,452.26,2713.57,0
28,7,2,171.67,343.34,0
185,185,1,117.55,117.55,1
274,24,5,380.67,1903.33,0
36,14,3,309.22,927.65,0
119,119,1,317.6,317.6,0
280,8,9,183.67,1653.03,0
49,49,1,178.75,178.75,1
195,62,4,254.13,1016.53,0
120,120,1,326.19,326.19,0
206,69,4,437.75,1751.01,0
157,30,5,486.64,2433.22,0
135,135,1,205.7,205.7,1
273,65,3,366.18,1098.55,0
217,217,1,1177.84,1177.84,0
228,70,4,293.9,1175.62,0
276,276,1,300.66,300.66,0
275,9,23,611.92,14074.19,0
274,17,4,182.71,730.84,0
276,8,20,583.33,11666.5,0
171,171,1,298.11,298.11,1
276,23,5,379.87,1899.35,0
280,174,5,302.54,1512.72,0
210,28,5,917.87,4589.35,0
281,9,11,317.78,3495.53,0
276,266,2,145.2,290.4,1
267,35,4,181.4,725.58,1
45,45,1,200.47,200.47,1
49,49,1,283.12,283.12,1
79,39,2,382.67,765.34,1
272,16,7,273.66,1915.59,0
144,144,1,338.95,338.95,1
168,168,1,154.95,154.95,1
189,2,3,560.61,1681.83,0
160,160,1,417.95,417.95,1
114,16,3,446.26,1338.77,0
46,17,2,245.48,490.96,0
147,76,2,442.6,885.19,1
209,14,6,161.33,968.0,0
274,8,12,668.96,8027.5,0
244,93,2,76.2,152.4,1
232,95,2,131.66,263.33,1
77,77,1,137.45,137.45,1
197,197,1,220.53,220.53,0
228,228,1,153.0,153.0,1
108,108,1,326.4,326.4,1
175,2,7,590.95,4136.66,0
140,140,1,139.35,139.35,1
163,14,12,373.12,4477.4,0
275,21,3,295.87,887.6,0
274,4,4,606.01,2424.04,1
122,35,6,546.07,3276.4,1
46,46,1,373.1,373.1,0
175,8,8,313.39,2507.12,0
234,14,8,381.97,3055.77,0
91,36,3,321.25,963.74,0
280,280,1,303.97,303.97,1
169,169,1,216.95,216.95,0
141,44,2,270.1,540.21,0
275,1,16,693.2,11091.24,0
21,21,1,307.49,307.49,0
190,56,3,523.83,1571.49,0
268,104,3,356.92,1070.77,0
240,21,2,177.56,355.11,1
266,158,4,322.24,1288.96,0
148,148,1,110.25,110.25,1
20,20,1,71.4,71.4,1
164,86,2,337.26,674.52,1
72,7,5,237.64,1188.21,0
267,267,1,80.64,80.64,1
168,50,2,287.53,575.06,0
280,22,20,165.23,3304.6,0
158,60,4,358.31,1433.25,0
77,77,2,82.95,165.9,0
281,281,1,172.54,172.54,0
171,171,1,15.0,15.0,1
119,119,1,230.67,230.67,0
164,66,3,122.54,367.63,1
74,74,1,385.83,385.83,0
228,46,4,454.47,1817.88,0
190,106,5,228.65,1143.27,1
231,231,1,115.8,115.8,0
213,4,4,303.43,1213.73,1
162,162,1,56.4,56.4,1
8,8,1,189.8,189.8,0
51,51,1,323.09,323.09,0
161,67,2,94.01,188.02,1
155,155,1,112.41,112.41,0
225,225,1,103.35,103.35,0
279,60,4,454.38,1817.54,1
37,37,1,11.75,11.75,0
189,189,1,225.9,225.9,1
272,28,12,113.63,1363.51,0
172,87,2,171.42,342.83,1
277,221,3,204.7,614.1,0
90,90,1,272.41,272.41,0
269,7,9,279.44,2514.99,0
242,25,6,127.38,764.3,0
280,88,2,316.21,632.42,0
281,37,8,357.09,2856.71,0
241,0,24,201.15,4827.61,0
276,276,1,193.3,193.3,0
273,177,2,10.66,21.31,0
185,185,2,134.85,269.7,0
279,90,6,578.08,3468.47,0
272,150,4,395.12,1580.47,0
92,17,3,292.22,876.66,0
206,206,1,889.24,889.24,1
196,169,2,143.82,287.65,0
71,56,3,123.54,370.61,0
280,200,3,551.67,1655.0,0
281,2,80,289.02,23121.49,0
211,211,1,197.73,197.73,1
14,14,1,51.56,51.56,1
266,36,8,102.7,821.6,0
241,126,4,151.45,605.8,1
281,280,34,158.56,5391.21,1
135,93,2,155.63,311.26,1
280,280,1,208.97,208.97,1
189,141,3,380.88,1142.63,0
273,6,14,1018.18,14254.52,0
277,24,9,404.58,3641.25,0
212,212,1,141.92,141.92,1
276,276,1,226.45,226.45,1
227,44,5,259.9,1299.49,0
231,231,1,330.9,330.9,1
277,53,4,446.32,1785.28,0
183,183,1,200.85,200.85,0
272,15,12,584.6,7015.24,0
50,50,1,329.65,329.65,1
196,51,4,239.37,957.48,0
276,15,5,85.64,428.18,1
274,31,6,100.26,601.57,0
112,112,1,155.9,155.9,1
281,92,4,361.88,1447.54,0
163,93,6,113.91,683.46,1
78,78,1,237.61,237.61,1
81,81,1,178.52,178.52,1
272,272,1,458.92,458.92,1
212,212,1,133.35,133.35,1
154,154,1,119.35,119.35,0
279,219,3,196.85,590.54,0
157,118,2,188.86,377.71,0
37,37,1,111.35,111.35,1
265,69,4,74.25,297.0,0
230,120,2,100.68,201.37,1
269,230,2,293.44,586.89,1
70,70,1,203.86,203.86,1
63,63,1,142.1,142.1,0
133,133,1,107.21,107.21,1
274,4,7,142.21,995.48,0
281,80,3,180.6,541.81,1
115,115,1,99.84,99.84,0
67,67,1,154.55,154.55,1
98,98,2,56.1,112.2,1
281,64,3,205.91,617.74,0
155,155,1,72.9,72.9,1
281,281,1,232.03,232.03,1
272,218,5,62.01,310.06,1
263,263,1,218.05,218.05,0
270,164,2,113.36,226.71,0
281,13,9,257.43,2316.9,0
174,56,3,198.49,595.47,0
190,190,1,207.5,207.5,1
281,209,2,251.1,502.2,0
280,280,1,244.08,244.08,1
111,41,2,198.64,397.29,1
154,154,1,78.26,78.26,0
216,20,3,235.67,707.0,0
147,70,2,347.07,694.14,0
163,42,2,204.18,408.36,1
119,81,2,467.26,934.51,0
49,46,2,71.44,142.89,1
270,22,5,722.9,3614.52,0
67,67,1,99.14,99.14,1
210,16,8,245.02,1960.18,0
38,38,1,304.56,304.56,1
167,141,2,74.79,149.58,1
55,55,1,358.56,358.56,1
279,1,32,1491.54,47729.2,0
273,273,2,131.58,263.17,0
281,266,2,204.75,409.5,0
279,31,10,188.52,1885.21,0
127,106,4,139.32,557.3,1
157,157,1,12.75,12.75,1
24,24,1,508.46,508.46,1
79,79,1,73.78,73.78,1
280,31,31,38.05,1179.62,0
50,50,1,102.41,102.41,1
280,280,1,261.76,261.76,0
277,42,10,188.77,1887.73,0
169,59,4,148.61,594.43,0
279,279,1,112.27,112.27,1
281,281,1,265.1,265.1,1
269,74,2,114.1,228.2,1
119,119,1,562.79,562.79,1
149,149,1,135.19,135.19,1
127,127,1,164.07,164.07,0
274,22,11,358.83,3947.15,0
280,280,1,321.79,321.79,1
273,273,1,300.92,300.92,1
167,76,3,164.85,494.54,0
267,73,3,270.48,811.45,1
53,53,1,152.68,152.68,1
93,93,1,198.57,198.57,1
234,25,5,29.2,146.0,0
269,144,3,210.28,630.84,1
134,133,2,46.68,93.35,1
198,29,4,168.72,674.89,1
189,189,1,76.1,76.1,1
72,0,6,285.29,1711.75,0
274,274,1,190.34,190.34,0
270,270,1,157.92,157.92,1
226,111,7,295.06,2065.41,0
143,143,1,247.39,247.39,1
164,164,1,174.8,174.8,1
281,281,1,102.79,102.79,1
63,63,2,93.64,187.29,1
272,94,3,160.95,482.86,0
218,77,2,172.0,344.0,0
107,16,2,61.07,122.14,1
60,60,2,194.89,389.78,1
6,6,1,115.31,115.31,1
242,242,1,73.5,73.5,1
153,13,2,126.84,253.69,0
270,62,6,11.67,70.02,1
153,153,1,239.0,239.0,0
280,11,16,187.38,2998.11,0
274,114,2,210.8,421.59,0
268,74,7,157.93,1105.53,0
111,111,2,86.14,172.29,1
267,267,1,74.4,74.4,1
277,36,7,524.69,3672.86,0
196,196,1,363.65,363.65,1
274,15,8,224.19,1793.51,0
245,81,3,240.17,720.52,1
143,41,2,407.0,814.0,1
272,91,8,176.52,1412.15,0
197,197,1,101.7,101.7,1
235,88,3,326.11,978.32,0
273,165,2,226.5,453.0,1
93,93,1,247.44,247.44,1
105,22,12,321.65,3859.82,1
281,281,1,489.6,489.6,1
268,14,8,244.72,1957.75,0
274,11,7,231.76,1622.34,0
167,125,2,168.06,336.13,1
146,34,2,1103.09,2206.18,0
150,150,1,841.5,841.5,0
41,20,2,104.02,208.05,0
281,238,2,344.98,689.95,1
182,182,1,101.34,101.34,1
198,198,1,3202.92,3202.92,1
273,27,8,731.44,5851.48,0
210,1,4,526.63,2106.52,1
199,44,5,480.46,2402.3,0
240,220,2,290.02,580.05,1
262,34,5,397.24,1986.2,0
35,35,1,168.31,168.31,1
51,51,1,110.23,110.23,0
275,6,27,5016.69,135450.75,0
237,237,1,421.9,421.9,1
162,162,1,271.0,271.0,1
277,18,17,260.77,4433.02,0
74,74,1,196.64,196.64,0
276,276,1,76.32,76.32,1
198,198,1,220.1,220.1,1
272,142,7,176.56,1235.95,0
277,55,18,225.65,4061.66,0
275,275,1,180.7,180.7,1
122,122,1,111.15,111.15,1
62,57,2,326.65,653.3,1
58,58,1,119.19,119.19,0
224,109,3,311.3,933.9,0
41,41,1,139.6,139.6,0
151,151,1,112.55,112.55,1
120,120,1,931.5,931.5,1
98,98,1,109.82,109.82,0
227,119,2,300.42,600.85,0
203,203,1,152.65,152.65,1
123,65,2,509.76,1019.52,1
49,24,2,500.08,1000.16,1
281,17,9,240.62,2165.55,0
220,112,2,511.89,1023.78,0
128,48,2,80.18,160.35,1
16,16,1,98.88,98.88,0
181,123,2,274.84,549.68,0
109,48,2,206.64,413.28,0
197,42,2,326.68,653.35,1
199,78,2,133.28,266.56,0
277,277,1,186.88,186.88,0
209,209,1,530.15,530.15,1
108,108,1,318.55,318.55,0
227,48,3,257.09,771.26,0
85,85,1,302.46,302.46,1
13,13,1,498.48,498.48,0
280,84,6,193.34,1160.04,1
125,20,2,327.76,655.51,0
241,7,4,248.58,994.31,0
197,7,11,512.3,5635.28,0
182,107,3,576.28,1728.84,0
266,266,1,476.35,476.35,1
163,65,5,207.45,1037.27,0
272,36,4,397.7,1590.81,1
244,160,4,275.79,1103.16,0
50,44,2,300.92,601.85,0
182,135,2,316.04,632.07,1
157,157,1,304.25,304.25,1
198,198,1,426.6,426.6,0
175,175,1,633.1,633.1,0
238,100,2,142.23,284.46,1
169,169,1,207.8,207.8,1
73,73,1,243.76,243.76,1
198,3,2,343.32,686.63,1
244,8,14,316.24,4427.39,0
14,14,1,150.35,150.35,1
219,107,3,465.66,1396.99,1
65,65,1,160.42,160.42,1
100,17,2,679.44,1358.87,0
175,175,1,142.4,142.4,0
186,44,2,134.35,268.7,0
234,234,1,216.07,216.07,1
144,144,1,232.48,232.48,1
189,119,2,320.96,641.92,1
276,57,8,170.89,1367.13,0
134,134,1,305.28,305.28,1
119,23,3,235.62,706.86,0
1,0,1,443.0,443.0,1
266,4,11,366.94,4036.34,0
171,171,1,158.95,158.95,1
273,21,7,390.11,2730.78,0
245,28,9,472.34,4251.03,0
125,125,1,93.75,93.75,1
281,1,14,372.29,5212.06,0
210,2,5,429.27,2146.36,0
196,100,5,414.35,2071.77,1
105,65,3,166.87,500.62,0
233,233,1,440.0,440.0,1
125,28,2,374.9,749.8,0
148,37,4,160.3,641.19,0
42,27,2,283.3,566.59,0
280,126,5,312.32,1561.61,1
125,7,11,122.69,1349.58,0
121,104,2,347.04,694.08,0
263,57,6,278.8,1672.81,0
141,141,1,232.9,232.9,0
94,30,2,402.01,804.02,1
218,218,1,349.27,349.27,1
79,79,1,69.9,69.9,0
204,22,5,312.57,1562.87,0
274,274,1,376.3,376.3,0
266,80,6,438.06,2628.35,1
3,3,1,224.8,224.8,0
48,48,1,149.48,149.48,1
160,63,2,405.7,811.4,0
66,66,1,488.55,488.55,0
42,42,1,25.5,25.5,1
274,274,1,168.6,168.6,1
174,174,1,111.95,111.95,0
154,21,4,526.61,2106.45,0
165,3,2,76.5,153.0,0
185,185,1,180.6,180.6,1
88,88,1,80.82,80.82,1
34,34,1,100.21,100.21,0
245,3,10,108.09,1080.88,0
109,109,1,765.28,765.28,0
